,title,condition,price,location,price($),country_code,store_name,store_type,simple_condition,brand,has_brand,title_length,log_price,log_title_length
3331,Real Leather Jacket Genuine Leather Used Man Size 52 Black XYM920L,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,66,3.6871279210751298,4.204692619390966
3332,Jacket england sport Men's Leather Brown Size 54 Cod. AN451,Pre-Owned,$52.60,Italy,52.6,IT,eBay,International,Used,Other,False,59,3.9815490680767565,4.0943445622221
3333,Royal Leather Jacket Used Man Size 50 Brown LLR102,Pre-Owned,$60.73,Italy,60.73,IT,eBay,International,Used,Other,False,50,4.122770036405805,3.9318256327243257
3334,Quebec Jacket Genuine Leather Used Man Tg42 Beige LLV1525,Pre-Owned,$61.32,Italy,61.32,IT,eBay,International,Used,Other,False,57,4.132282401562493,4.060443010546419
3335,Leather Jacket Man Tgxl Black LLV895,Pre-Owned,$79.14,Italy,79.14,IT,eBay,International,Used,Other,False,36,4.383775105207999,3.6109179126442243
3336,leather jacket men,Brand New,$120.00,Portugal,120.0,PT,eBay,International,New,Other,False,18,4.795790545596741,2.9444389791664403
3337,Stand Collar Zip Mens Real Leather Jacket Motorcycle Short Coat Casual Outwears,Brand New,$136.86,China,136.86,CN,eBay,International,New,Other,False,79,4.926238677457506,4.382026634673881
3338,Conbipel Leather Jacket Man Tg52 Brown LLV1070,Pre-Owned,$75.74,Italy,75.74,IT,eBay,International,Used,Other,False,46,4.340423084818807,3.8501476017100584
3339,New Mens Leather Jacket Casual Genuine Lambskin Soft Leather Classic Biker Style,New (Other),$154.00,India,154.0,IN,eBay,International,New,Other,False,80,5.043425116919247,4.394449154672439
3340,New Mens Leather Jacket Leather Stylish Winter Premium Lambskin Genuine Coat,New (Other),$154.00,India,154.0,IN,eBay,International,New,Other,False,76,5.043425116919247,4.343805421853684
3341,Aviatrix Men’s Real Leather Flight Bomber Jacket – Military Patch Style Aviator,Brand New,$176.09,United Kingdom,176.09,GB,eBay,International,New,Other,False,79,5.176658077920708,4.382026634673881
3342,Jacket Coat Man Suede Leather Brown Leather Size 58 AN768,Pre-Owned,$70.03,Italy,70.03,IT,eBay,International,Used,Other,False,57,4.2631023230097185,4.060443010546419
3343,Leather Fashion Jacket Genuine Leather Used Man Size 48 Brown XYR699L,Pre-Owned,$70.19,Italy,70.19,IT,eBay,International,Used,Other,False,69,4.265352359115782,4.248495242049359
3344,Men Native American Western Style Warrior Scalp Suede Leather Shirt Beaded,Brand New,$129.99,Pakistan,129.99,PK,eBay,International,New,Other,False,74,4.875120984409557,4.31748811353631
3345,Project Leather Jacket Man Tg44 Baby Blue LLV1956,Pre-Owned,$62.64,Italy,62.64,IT,eBay,International,Used,Other,False,49,4.153242203469586,3.912023005428146
3346,Conbipel Jacket Genuine Leather Used Man Size 50 Brown XYE407L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,62,3.775286481854675,4.143134726391533
3347,Leather Jacket Man Tgxxl Black LLV1334,Pre-Owned,$97.64,Italy,97.64,IT,eBay,International,Used,Other,False,38,4.591476858856089,3.6635616461296463
3349,Leather Jacket Man Tg52 Beige LLV898,Pre-Owned,$49.11,Italy,49.11,IT,eBay,International,Used,Other,False,36,3.914220588971633,3.6109179126442243
3350,Conbipel Leather Jacket Used Man Size 40 Black LLV227,Pre-Owned,$52.33,Italy,52.33,IT,eBay,International,Used,Other,False,53,3.9764990246125107,3.9889840465642745
3351,Motorbike Halloween Costume Stuntman Daredevil Genuine Leather Suit,Brand New,$200.00,Pakistan,200.0,PK,eBay,International,New,Other,False,67,5.303304908059076,4.219507705176107
3352,Leather Fashion Jacket Genuine Leather Used Man Size 48 Brown XYR699L,Pre-Owned,$70.33,Italy,70.33,IT,eBay,International,Used,Other,False,69,4.267316996289947,4.248495242049359
3353,Real Leather Jacket Used Man Size L Black XYC647L,Pre-Owned,$55.58,Italy,55.58,IT,eBay,International,Used,Other,False,49,4.035655565873421,3.912023005428146
3354,New Style Men's Genuine Lambskin Black Unique Party Wear Leather Jacket-SDM146,Brand New,$114.00,India,114.0,IN,eBay,International,New,Other,False,78,4.74493212836325,4.3694478524670215
3355,Jacket Genuine Leather Used Man Size L Black XYE425L,Pre-Owned,$47.10,Italy,47.1,IT,eBay,International,Used,Other,False,52,3.8732821771117156,3.970291913552122
3356,Jacket Leather Used Man Size 50 Brown LLD503,Pre-Owned,$42.52,Italy,42.52,IT,eBay,International,Used,Other,False,44,3.773220602547687,3.8066624897703196
3357,Men’s Real Leather Top Gun Maverick Bomber Jacket – Tom Cruise Flight Style New,Brand New,$139.99,United States,139.99,US,eBay,International,New,Other,False,79,4.9486889658772695,4.382026634673881
3358,Men’s Handmade Brown Real Leather Puffer Jacket Hooded Winter Coat,Brand New,$69.23,United Kingdom,69.23,GB,eBay,International,New,Other,False,66,4.251775570170929,4.204692619390966
3360,Conbipel Jacket Genuine Leather Man Tg46 Brown LLV910,Pre-Owned,$71.31,Italy,71.31,IT,eBay,International,Used,Other,False,53,4.28096243218686,3.9889840465642745
3361,P&p Jacket Genuine Leather Used Man Size L Camel XYC662L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,56,3.775286481854675,4.04305126783455
3362,Mens Metallic Shiny Faux Leather Dress Suit Jacket Wedding Coat Top Punk Fashion,Brand New,$41.57,China,41.57,CN,eBay,International,New,Other,False,80,3.751149779840061,4.394449154672439
3363,Vera Pelle Leather Jacket Used Man Tg56 Beige LLE117,Pre-Owned,$71.67,Italy,71.67,IT,eBay,International,Used,Other,False,52,4.2859286446285445,3.970291913552122
3364,Jacket england sport Men's Leather Brown Size 54 Cod. AN451,Pre-Owned,$52.60,Italy,52.6,IT,eBay,International,Used,Other,False,59,3.9815490680767565,4.0943445622221
3365,Real Leather Jacket Genuine Leather Used Man Size L Brown XYC658L,Pre-Owned,$53.44,Italy,53.44,IT,eBay,International,Used,Other,False,65,3.9970991777832654,4.189654742026425
3366,New Men's Kelly Green Leather Jacket 100% Pure Soft Lambskin Bomber Coat Jacket,Brand New,$143.91,India,143.91,IN,eBay,International,New,Other,False,79,4.976112860057833,4.382026634673881
3367,leather jacket men,Brand New,$120.00,Portugal,120.0,PT,eBay,International,New,Other,False,18,4.795790545596741,2.9444389791664403
3368,PARTNER Leather Jacket Used Man Brown Size 48 PGS901PI,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,54,3.775286481854675,4.007333185232471
3369,Shearling Jacket Men Sheepskin Coat Real Leather Bomber Flying Aviator Jacket,New (Other),$137.11,Pakistan,137.11,PK,eBay,International,New,Other,False,77,4.928050469089837,4.356708826689592
3370,Two Tone Bridger Leather Puffer Vest Motorcycle Genuine Lambskin Leather Vest,New (Other),$79.99,Pakistan,79.99,PK,eBay,International,New,Other,False,77,4.3943256902608985,4.356708826689592
3371,Vera Pelle Leather Jacket Man Tg52 Black LLV2112,Pre-Owned,$78.62,Italy,78.62,IT,eBay,International,Used,Other,False,48,4.377265317572172,3.8918202981106265
3372,Generic Jacket Genuine Leather Used Man Size M Brown LLD44,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,58,3.6871279210751298,4.07753744390572
3373,Blasius Leather Jacket Man Tgxl Black LLV1816,Pre-Owned,$101.14,Italy,101.14,IT,eBay,International,Used,Other,False,45,4.626344421219498,3.828641396489095
3374,Vera Pelle Leather Jacket Man Tg46 Black LLV1176,Pre-Owned,$59.11,Italy,59.11,IT,eBay,International,Used,Other,False,48,4.09617621705107,3.8918202981106265
3375,Jacket Coat Leather Man Brown Size 50 Cod. CC0192,Pre-Owned,$58.23,Italy,58.23,IT,eBay,International,Used,Other,False,49,4.0814281702888735,3.912023005428146
3376,Aviatrix Men's Vintage Biker Style 100% Lamb Leather Jacket Café Racer Retro,Brand New,$124.56,United Kingdom,124.56,GB,eBay,International,New,Vintage,False,76,4.832783731973753,4.343805421853684
3377,Stand Collar Zip Mens Real Leather Jacket Motorcycle Short Coat Casual Outwears,Brand New,$136.86,China,136.86,CN,eBay,International,New,Other,False,79,4.926238677457506,4.382026634673881
3378,Real Leather Jacket Genuine Leather Used Man Size 52 Black XYM920L,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,66,3.6871279210751298,4.204692619390966
3379,Royal Leather Jacket Used Man Size 50 Brown LLR102,Pre-Owned,$60.73,Italy,60.73,IT,eBay,International,Used,Other,False,50,4.122770036405805,3.9318256327243257
3380,Quebec Jacket Genuine Leather Used Man Tg42 Beige LLV1525,Pre-Owned,$61.32,Italy,61.32,IT,eBay,International,Used,Other,False,57,4.132282401562493,4.060443010546419
3381,Leather Jacket Man Tgxl Black LLV895,Pre-Owned,$79.14,Italy,79.14,IT,eBay,International,Used,Other,False,36,4.383775105207999,3.6109179126442243
3383,Jacket Conbipel Men's Leather Black Size 54 Cod. AM178,Pre-Owned,$55.41,Italy,55.41,IT,eBay,International,Used,Other,False,54,4.032646447751885,4.007333185232471
3384,Conbipel Jacket Genuine Leather Man Tg44 Black LLV1085,Pre-Owned,$57.82,Italy,57.82,IT,eBay,International,Used,Other,False,54,4.074481933125849,4.007333185232471
3385,Detroit Pistons Off White Body Blue Leather Letterman Varsity Jacket Men Size L,Brand New,$145.40,Pakistan,145.4,PK,eBay,International,New,Other,False,79,4.986342601527212,4.382026634673881
3386,Conbipel Leather Jacket Used Man Tg42 Black LLD407,Pre-Owned,$53.94,Italy,53.94,IT,eBay,International,Used,Other,False,50,4.006241680667128,3.9318256327243257
3387,Real Leather Jacket Used Man Size L Black XYC443L,Pre-Owned,$39.39,Italy,39.39,IT,eBay,International,Used,Other,False,49,3.6985822295753215,3.912023005428146
3388,Real Leather Jacket Genuine Leather Used Man Size 52 Black XYL056L,Pre-Owned,$41.75,Italy,41.75,IT,eBay,International,Used,Other,False,66,3.755369195382769,4.204692619390966
3389,Leather Jacket Man Tg52 Black LLV2091,Pre-Owned,$102.28,Italy,102.28,IT,eBay,International,Used,Other,False,37,4.637443746538387,3.6375861597263857
3391,Real Leather Jacket Genuine Leather Used Man Size L Brown XYM831L,Pre-Owned,$80.52,Italy,80.52,IT,eBay,International,Used,Other,False,65,4.400848388914469,4.189654742026425
3392,MuubaaApollo Leather Bomber Jacket,Brand New,$99.64,United Kingdom,99.64,GB,eBay,International,New,Other,False,34,4.611549792952131,3.5553480614894135
3393,Leather Jacket Man Tg50 Black LLV777,Pre-Owned,$55.86,Italy,55.86,IT,eBay,International,Used,Other,False,36,4.040592106222854,3.6109179126442243
3394,Leather Jacket Used Man Size M Brown XXC061L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,44,3.775286481854675,3.8066624897703196
3395,Leather Jacket Used Man Size 44 Brown XXC066L,Pre-Owned,$38.85,Italy,38.85,IT,eBay,International,Used,Other,False,45,3.685122405236224,3.828641396489095
3396,David Q Leather Jacket Man Tg54 Blue LLV2121,Pre-Owned,$76.08,Italy,76.08,IT,eBay,International,Used,Other,False,44,4.344843843546165,3.8066624897703196
3398,Generic Jacket Genuine Leather Used Woman Size M Black,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,54,3.775286481854675,4.007333185232471
3399,Real Leather Jacket Genuine Leather Used Man Size 50 Black XYC892L,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,66,3.6871279210751298,4.204692619390966
3400,Conbipel Jacket Genuine Leather Used Man Tg46 Brown LLV560,Pre-Owned,$61.73,Italy,61.73,IT,eBay,International,Used,Other,False,58,4.138839802108651,4.07753744390572
3401,John Bradley Jacket Men's Leather Black Tg48 AD87,Pre-Owned,$75.14,Italy,75.14,IT,eBay,International,Used,Other,False,49,4.332573750954351,3.912023005428146
3402,Men's Motorcycle Jacket Patent Leather Shiny Nightclub Lapel Outwear Slim Party,Brand New,$52.79,China,52.79,CN,eBay,International,New,Other,False,79,3.985087576285151,4.382026634673881
3403,Men's Autumn Fashion Lapel Long Sleeve Loose Shine Faux Leather Jackets Coats,Brand New,$58.19,China,58.19,CN,eBay,International,New,Other,False,77,4.080752608702634,4.356708826689592
3404,Genuine Leather Jacket For Men Size L Black XYC1214L,Pre-Owned,$42.27,Italy,42.27,IT,eBay,International,Used,Other,False,52,3.7674595542367935,3.970291913552122
3405,Conbipel Jacket Genuine Leather Man Tg46 Black LLV835,Pre-Owned,$62.31,Italy,62.31,IT,eBay,International,Used,Other,False,53,4.148043294556035,3.9889840465642745
3406,Jacket Coat LEATHER club Leather Men Brown Size 54 Cod. CC092,Pre-Owned,$102.14,Italy,102.14,IT,eBay,International,Used,Other,False,61,4.636087288622813,4.127134385045092
3407,Desi Jacket Leather Man Tg50 Black LLV767,Pre-Owned,$49.85,Italy,49.85,IT,eBay,International,Used,Other,False,41,3.928880122494569,3.7376696182833684
3408,Reeve Men's Leather Jacket Size 52 Black LLV1095,Pre-Owned,$54.67,Italy,54.67,IT,eBay,International,Used,Other,False,48,4.019441402195416,3.8918202981106265
3409,Jacket Leather Used Man Size 46 Black LLD524,Pre-Owned,$62.28,Italy,62.28,IT,eBay,International,Used,Other,False,44,4.147569323459399,3.8066624897703196
3410,Berry Goodman Leather Jacket Man Tg52 Black LLV1736,Pre-Owned,$100.39,Italy,100.39,IT,eBay,International,Used,Other,False,51,4.618974466964488,3.9512437185814275
3411,Men's Vintage Black Retro Casual Zipped 100% Leather Racing Quilted Biker Jacket,Brand New,$159.89,United Kingdom,159.89,GB,eBay,International,New,Vintage,False,80,5.080720901662944,4.394449154672439
3412,Cool Stylish Men's Brown Suede Leather Jacket Real Lambskin Motorcycle Jacket,Brand New,$143.91,India,143.91,IN,eBay,International,New,Other,False,77,4.976112860057833,4.356708826689592
3413,Real Leather Jacket Genuine Leather Used Man Size 48 Brown XYM762L,Pre-Owned,$55.76,Italy,55.76,IT,eBay,International,Used,Other,False,66,4.038831852291842,4.204692619390966
3414,Flying Wear Men's Leather Jacket Size XL Black LLV1009,Pre-Owned,$56.86,Italy,56.86,IT,eBay,International,Used,Other,False,54,4.058026299547989,4.007333185232471
3415,Fashion Men Faux Leather Jacket Zip Plain Business Casual Pocket Stand-up Collar,New (Other),$87.09,China,87.09,CN,eBay,International,New,Other,False,80,4.478359019121704,4.394449154672439
3416,Real Leather Jacket Genuine Leather Used Man Size 48 Brown XYM762L,Pre-Owned,$55.76,Italy,55.76,IT,eBay,International,Used,Other,False,66,4.038831852291842,4.204692619390966
3417,Diamond Classic Green Biker Motorcycle Men Retro Genuine Leather Jacket,New (Other),$129.00,India,129.0,IN,eBay,International,New,Other,False,71,4.867534450455582,4.276666119016055
3418,Real Leather Jacket Used Man Size L Black XXC197L,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,49,3.6871279210751298,3.912023005428146
3419,Men Western Cowhide Leather Jacket Genuine Hair-On Pony Skin Stylish Truck Coat,Brand New,$162.72,Pakistan,162.72,PK,eBay,International,New,Pony,True,79,5.098157651624202,4.382026634673881
3421,Just Leather Jacket Man Tg52 Brown LLV814,Pre-Owned,$58.58,Italy,58.58,IT,eBay,International,Used,Other,False,41,4.0873199472851365,3.7376696182833684
3422,Men's Biker Quilted Vintage Distressed Motorcycle Cafe Racer Leather Jacket,Brand New,$122.60,United Kingdom,122.6,GB,eBay,International,New,Vintage,False,75,4.817050545023591,4.330733340286331
3423,Men’s Real Leather Top Gun Maverick Bomber Jacket – Tom Cruise Flight Style New,Brand New,$139.99,United States,139.99,US,eBay,International,New,Other,False,79,4.9486889658772695,4.382026634673881
3424,Wheat & Chardin Leather Jacket Man Tg50 Brown LLV1066,Pre-Owned,$78.11,Italy,78.11,IT,eBay,International,Used,Other,False,53,4.370839289033305,3.9889840465642745
3425,Jacket Out pit Garment Man Black Leather Vintage Size 54 MON1499LZ,Pre-Owned,$50.16,Italy,50.16,IT,eBay,International,Used,Vintage,False,66,3.934957976710642,4.204692619390966
3426,Real Leather Jacket Genuine Leather Used Man Size 50 Black XYM772L,Pre-Owned,$51.91,Italy,51.91,IT,eBay,International,Used,Other,False,66,3.9685923569160404,4.204692619390966
3427,Grey Leather Shirt Jacket for Men Pure Suede Size XS S M L XXL 3XL Custom Made,Brand New,$154.70,India,154.7,IN,eBay,International,New,Other,False,78,5.0479310788399525,4.3694478524670215
3428,Black Leather Shirt jacket for Men Pure Suede Custom Made Size S M L XXL 3XL,Brand New,$160.17,India,160.17,IN,eBay,International,New,Other,False,76,5.082459708534627,4.343805421853684
3429,AEW Swerve Strickland N7 Black Leather Jacket Men Motorcycle N7 Commander Jacket,Brand New,$114.00,Pakistan,114.0,PK,eBay,International,New,Other,False,80,4.74493212836325,4.394449154672439
3430,"Handmade  Mens Biker Leather Jacket, Leather Biker Jacket - Multiple Colors",Brand New,$169.99,Pakistan,169.99,PK,eBay,International,New,Other,False,75,5.141605075260502,4.330733340286331
3431,Leather Jacket Used Man Brown Size 52 PGC782PI,Pre-Owned,$27.50,Italy,27.5,IT,eBay,International,Used,Other,False,46,3.349904087274605,3.8501476017100584
3432,Leather basic Leather Jacket Used Man Size 50 Brown Walnut XXC319L,Pre-Owned,$38.85,Italy,38.85,IT,eBay,International,Used,Other,False,66,3.685122405236224,4.204692619390966
3433,Jacket Coat Wanted Men's Leather Black Size 54 Cod. AN367,Pre-Owned,$77.01,Italy,77.01,IT,eBay,International,Used,Other,False,57,4.356837023600222,4.060443010546419
3434,"Premium Men's Biker Jacket - 100% Genuine Leather, Custom Tailored Fit",Brand New,$202.56,United States,202.56,US,eBay,International,New,Other,False,70,5.315960801720632,4.2626798770413155
3435,Leather Jacket Used Man Size 52 Brown XXE24L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,44,3.775286481854675,3.8066624897703196
3436,Conbipel Jacket Genuine Leather Man Tg54 Black LLV925,Pre-Owned,$63.60,Italy,63.6,IT,eBay,International,Used,Other,False,53,4.168214410788556,3.9889840465642745
3438,Robrik Leather Jacket Used Man Size 52 Copper XYC448L,Pre-Owned,$49.93,Italy,49.93,IT,eBay,International,Used,Other,False,53,3.9304521408965134,3.9889840465642745
3439,Leather Jacket Used Man Tg46 Black LLD439,Pre-Owned,$61.73,Italy,61.73,IT,eBay,International,Used,Other,False,41,4.138839802108651,3.7376696182833684
3440,Red and Cream Varsity Letterman Jacket | Premium Wool and Leather,Brand New,$100.00,United States,100.0,US,eBay,International,New,Other,False,65,4.61512051684126,4.189654742026425
3441,Conbipel Leather Jacket Used Man Tgs Brown LLV437,Pre-Owned,$69.51,Italy,69.51,IT,eBay,International,Used,Other,False,49,4.25575454373095,3.912023005428146
3442,Genuine Leather Jacket Custom Made Blazer Tailor Nice Design OnFlap Embroidered,New (Other),$147.99,India,147.99,IN,eBay,International,New,Other,False,79,5.003879189599248,4.382026634673881
3444,Real Leather Jacket Genuine Leather Used Man Size 48 Brown XYC876L,Pre-Owned,$49.60,Italy,49.6,IT,eBay,International,Used,Other,False,66,3.92395157629342,4.204692619390966
3445,Leather Jacket Used Man Tg46 Brown LLD514,Pre-Owned,$55.05,Italy,55.05,IT,eBay,International,Used,Other,False,41,4.026244149518169,3.7376696182833684
3446,Jacket Men's Leather Brown Size 50 AD112,Pre-Owned,$46.96,Italy,46.96,IT,eBay,International,Used,Other,False,40,3.8703673301593136,3.713572066704308
3447,Conbipel Leather Jacket Used Man Size 56 Black LLR82,Pre-Owned,$89.59,Italy,89.59,IT,eBay,International,Used,Other,False,52,4.506343831681196,3.970291913552122
3448,Leather Jacket Man Tg56 Black LLV1930,Pre-Owned,$76.77,Italy,76.77,IT,eBay,International,Used,Other,False,37,4.353755752706852,3.6375861597263857
3449,Leather Jacket Man Tg52 Black LLV1435,Pre-Owned,$88.58,Italy,88.58,IT,eBay,International,Used,Other,False,37,4.495132080779154,3.6375861597263857
3450,Real Leather Jacket Used Man Size 44 Brown Copper XXC369L,Pre-Owned,$38.85,Italy,38.85,IT,eBay,International,Used,Other,False,57,3.685122405236224,4.060443010546419
3451,Rick Grimes The Walking Dead Season 6 Leather Jacket / The Walking Dead Jacket,New (Other),$159.00,Pakistan,159.0,PK,eBay,International,New,Other,False,78,5.075173815233827,4.3694478524670215
3452,Real Leather Jacket Genuine Leather Used Man Size XL Brown XYE295L,Pre-Owned,$57.29,Italy,57.29,IT,eBay,International,Used,Other,False,66,4.0654305520574585,4.204692619390966
3453,Leather Trucker Jacket for Men Red Pure Suede Custom Made Size S M L XXL 3XL,Brand New,$164.90,India,164.9,IN,eBay,International,New,Other,False,76,5.111385197196399,4.343805421853684
3454,Blue Deep Leather Jacket Used Man Tg48 Black LLV357,Pre-Owned,$42.26,Italy,42.26,IT,eBay,International,Used,Other,False,51,3.7672284205249125,3.9512437185814275
3455,Harry &more Leather Jacket Used Man Size 48 Green Bottle XXE67L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,63,3.775286481854675,4.1588830833596715
3456,Dimitri Leather Jacket Man Tgm / L Black AM04,Pre-Owned,$40.13,Italy,40.13,IT,eBay,International,Used,Other,False,45,3.716737782242333,3.828641396489095
3457,Jacket Man Genuine Leather Brown Size L Cod. AN483,Pre-Owned,$65.81,Italy,65.81,IT,eBay,International,Used,Other,False,50,4.2018527699373855,3.9318256327243257
3458,Jacket SAMA Men's Leather Man Brown Size 46 Cod. AM209,Pre-Owned,$55.41,Italy,55.41,IT,eBay,International,Used,Other,False,54,4.032646447751885,4.007333185232471
3459,B. For Leather Jacket Used Man Tgl Black LLE112,Pre-Owned,$76.83,Italy,76.83,IT,eBay,International,Used,Other,False,47,4.354526960971297,3.871201010907891
3460,Roberto Terreni Leather Jacket Used Man Tg50 Black LLV535,Pre-Owned,$69.51,Italy,69.51,IT,eBay,International,Used,Other,False,57,4.25575454373095,4.060443010546419
3461,Leather Jacket Used Man Tgm Black LLV394,Pre-Owned,$40.98,Italy,40.98,IT,eBay,International,Used,Other,False,40,3.7371933143924867,3.713572066704308
3463,Leather Jacket Maren Man Genuine Leather Brown Size 54 PG041LZ,Pre-Owned,$33.39,Italy,33.39,IT,eBay,International,Used,Other,False,62,3.537765824444175,4.143134726391533
3464,Leather Jacket Man Tg54 Brown LLV1813,Pre-Owned,$89.50,Italy,89.5,IT,eBay,International,Used,Other,False,37,4.505349850705881,3.6375861597263857
3465,Jacket desi Men's Leather Brown Size 56 cod.AT68,Pre-Owned,$46.96,Italy,46.96,IT,eBay,International,Used,Other,False,48,3.8703673301593136,3.8918202981106265
3466,Martin Eden Leather Jacket Used Man Size 48 Black LLR60,Pre-Owned,$84.49,Italy,84.49,IT,eBay,International,Used,Other,False,55,4.448399410038142,4.02535169073515
3467,Real Leather Jacket Used Man Size M Black XYE272L,Pre-Owned,$48.11,Italy,48.11,IT,eBay,International,Used,Other,False,49,3.894062680051153,3.912023005428146
3468,Chicago Bulls Letterman Chicago Bulls Varsity Jacket - Best Seller,Brand New,$140.36,United Kingdom,140.36,GB,eBay,International,New,Other,False,66,4.951309828011441,4.204692619390966
3469,Real Leather Jacket Genuine Leather Used Man Size 52 Grey Mouse XYC838L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,71,3.775286481854675,4.276666119016055
3470,Jacket Genuine Leather Used Man Brown Size 48 XXE02L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,52,3.775286481854675,3.970291913552122
3471,Joy Leather Jacket Man Tg40 Black LLV859,Pre-Owned,$64.24,Italy,64.24,IT,eBay,International,Used,Other,False,40,4.178072777752813,3.713572066704308
3472,Real Leather Jacket Used Man Size L Black XYC506L,Pre-Owned,$38.93,Italy,38.93,IT,eBay,International,Used,Other,False,49,3.6871279210751298,3.912023005428146
3473,L’Workshop Of Leather Jacket Genuine Leather Used Man Size L Brown XYM566L,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,74,3.775286481854675,4.31748811353631
3474,C.C Leather Jacket Man Tgxxl Black LLV933,Pre-Owned,$61.42,Italy,61.42,IT,eBay,International,Used,Other,False,41,4.133885736842633,3.7376696182833684
3475,Conbipel Leather Jacket Used Man Tg48 Green LLV462,Pre-Owned,$53.94,Italy,53.94,IT,eBay,International,Used,Other,False,50,4.006241680667128,3.9318256327243257
3476,Conbipel Jacket Genuine Leather Used Man Size 48 Cream LLV62,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,60,3.775286481854675,4.110873864173311
3477,Leather Jacket Man Tg48 Black LLV813,Pre-Owned,$57.40,Italy,57.4,IT,eBay,International,Used,Other,False,36,4.067315889834181,3.6109179126442243
3478,Jacket Coat hudson river Men's Leather Colour Black Size 54 Cod. AD55,Pre-Owned,$100.49,Italy,100.49,IT,eBay,International,Used,Other,False,69,4.619960271460727,4.248495242049359
3479,Martin Box Leather Jacket Used Man Size M Black LLV153,Pre-Owned,$42.61,Italy,42.61,IT,eBay,International,Used,Other,False,54,3.775286481854675,4.007333185232471
3480,Vera Pelle Leather Jacket Man Tg52 Black LLV1117,Pre-Owned,$62.31,Italy,62.31,IT,eBay,International,Used,Other,False,48,4.148043294556035,3.8918202981106265
3481,Jacket santino Men's Leather Black Size 54 Cod. AT15,Pre-Owned,$58.23,Italy,58.23,IT,eBay,International,Used,Other,False,52,4.0814281702888735,3.970291913552122
3482,Men's Jacket Man Black Leather Vintage Size 50 MON1563LZ,Pre-Owned,$46.48,Italy,46.48,IT,eBay,International,Used,Vintage,False,56,3.860308569741467,4.04305126783455
3484,Men's Fashion Autumn Lapel Long Sleeve Loose Faux Leather Jacket Casual Coats,Brand New,$58.99,China,58.99,CN,eBay,International,New,Other,False,77,4.094177881665002,4.356708826689592
3485,Fashion Fur Leather Jacket Man Tg50 Black LLV1254,Pre-Owned,$111.62,Italy,111.62,IT,eBay,International,Used,Other,False,49,4.724019319826472,3.912023005428146
3486,Real Leather Jacket Genuine Leather Used Man Size 46 Black XYC1158L,Pre-Owned,$46.34,Italy,46.34,IT,eBay,International,Used,Other,False,67,3.857355604085838,4.219507705176107
3487,Moda 2000 Leather Jacket Man Tg46 Cream LLV2047,Pre-Owned,$54.94,Italy,54.94,IT,eBay,International,Used,Other,False,47,4.024279687773814,3.871201010907891
3488,Leather Shirt Jacket for Men Gray Pure Suede Size XS S M L XXL 3XL Custom Made,Brand New,$164.75,India,164.75,IN,eBay,International,New,Other,False,78,5.110480629065972,4.3694478524670215
3489,Vintage New Men's Designer Black Slim Fit Lambskin Real Leather Jacket U658,Brand New,$211.75,India,211.75,IN,eBay,International,New,Vintage,False,75,5.360117767453484,4.330733340286331
3490,Tom Cruise Green Leather Trucker Jacket Made With Pure Lambskin For Men's,Brand New,$192.28,India,192.28,IN,eBay,International,New,Other,False,73,5.26413991474645,4.30406509320417
3491,Western Cowboy Men's Original Leather Sherpa Vest Warm Shearling Leather Vest,New (Other),$88.99,Pakistan,88.99,PK,eBay,International,New,Other,False,77,4.4996985530458575,4.356708826689592
3492,AEW Swerve Strickland N7 Black Leather Jacket Men Motorcycle N7 Commander Jacket,Brand New,$114.00,Pakistan,114.0,PK,eBay,International,New,Other,False,80,4.74493212836325,4.394449154672439
3493,Men's Leather Jacket Genuine Lambskin Black Motorcycle Stylish slim-fit Biker,New (Other),$129.00,India,129.0,IN,eBay,International,New,Other,False,77,4.867534450455582,4.356708826689592
3494,Cr Leather Jacket Man Tgm Black LLV1775,Pre-Owned,$81.90,Italy,81.9,IT,eBay,International,Used,Other,False,39,4.417635062141249,3.6888794541139363
3495,Gara leather Leather Jacket Used Man Size 48 Brown Copper XXC271L,Pre-Owned,$47.45,Italy,47.45,IT,eBay,International,Used,Other,False,65,3.880532338336775,4.189654742026425
3496,Max Leather Jacket Man Tgxl Brown LLV1960,Pre-Owned,$92.28,Italy,92.28,IT,eBay,International,Used,Other,False,41,4.535605722602182,3.7376696182833684
